Codigo,Nombre,market samaria Vendido,market playa dormida Vendido,market two towers Vendido,principal Vendido,donaciones Vendido,market samaria Inventario,market playa dormida Inventario,market two towers Inventario,principal Inventario,donaciones Inventario,Total vendido,Total inventario,Total en lista,Descuentos,Total Neto,Devoluciones,Total ajustado,Costo,Comision,Ganancia,%,Categoria,SubCategoria,Marca,Unnamed: 26
2566,ZUCARITAS MEGA BOLSA 115,30,5,3,0,0,19 inv,3 inv,8 inv,0 inv,0 inv,38,30,"$226,723",0,226723,0,226723,131482,0,95240,42.0%,sin categoria,,SAN ISIDRO B,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2833,CHOCOLATINA BURBUJET CRUNJIVAINILLA 50GR,14,20,4,0,0,31 inv,5 inv,10 inv,0 inv,0 inv,38,46,"$159,664",0,159664,0,159664,122952,0,36711,23.0%,sin categoria,,DISTRINACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1421,BRIDGE CHOCOLATE X 30G,31,7,0,0,0,-12 inv,15 inv,0 inv,0 inv,0 inv,38,3,"$63,866",504,63361,0,63361,18088,0,45273,71.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3459,ACONDICIONADOR SAVITAL FUSION PROTEINASY SABILA,27,8,3,0,0,-3 inv,9 inv,0 inv,0 inv,0 inv,38,6,"$191,597",0,191597,0,191597,88123,0,103474,54.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4608,COLGATE TOTAL 12 63ML,24,12,2,0,0,15 inv,0 inv,0 inv,0 inv,0 inv,38,15,"$226,723",2983,223740,5966,217773,185372,0,32401,14.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2418,Schweppes Soda X269ml Lata,7,21,9,0,0,21 inv,17 inv,0 inv,0 inv,0 inv,37,38,"$93,277",0,93277,0,93277,70322,0,22956,24.6%,3. Aguas Y Bebidas Sin Alcohol,,COCA COLA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3633,Gatorade Sin Azucar Naranja X 500,0,22,15,0,0,0 inv,36 inv,14 inv,0 inv,1 inv,37,51,"$155,462",2521,152941,0,152941,95769,0,57172,37.4%,3. Aguas Y Bebidas Sin Alcohol,,POSTOBON,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
428,Tostacos Queso Ramo X200g,19,13,4,0,0,-8 inv,5 inv,0 inv,0 inv,0 inv,36,-3,"$226,891",630,226260,0,226260,181233,0,45027,19.9%,sin categoria,,RAMO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1962,LIMA GRUESA,28,8,0,0,0,17 inv,19 inv,0 inv,0 inv,0 inv,36,36,"$54,000",450,53550,0,53550,17841,0,35709,66.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1326,Ponque Gala Coco Ramo X60g,29,4,3,0,0,8 inv,10 inv,2 inv,0 inv,0 inv,36,20,"$61,805",1030,60775,0,60775,48956,0,11819,19.4%,4. Tortas Y Ponques,,RAMO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1034,SHAMPOO SAVITAL FUSION DE SABILA 25ML,36,0,0,0,0,2 inv,2 inv,0 inv,0 inv,0 inv,36,4,"$108,000",0,108000,0,108000,24695,0,83305,77.1%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1314,CANELA EN ASTILLA,30,5,1,0,0,9 inv,6 inv,2 inv,0 inv,0 inv,36,17,"$121,008",0,121008,0,121008,61200,0,59808,49.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1119,Galletas Maretti Sour Cream & Onion,18,16,2,0,0,1 inv,0 inv,0 inv,0 inv,0 inv,36,1,"$162,000",1350,160650,0,160650,121824,0,38826,24.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2024,MAREOL,29,7,0,0,0,16 inv,45 inv,0 inv,0 inv,0 inv,36,61,"$39,328",0,39328,0,39328,19476,0,19852,50.5%,sin categoria,,SAN ISIDRO B,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2823,CHOCO KRISPIS MEGA BOLSA,24,10,2,0,0,2 inv,1 inv,3 inv,0 inv,0 inv,36,6,"$166,387",1849,164538,0,164538,124884,0,39654,24.1%,sin categoria,,SAN ISIDRO B,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
817,detodito limon intenso50g,22,11,3,0,0,8 inv,8 inv,5 inv,0 inv,0 inv,36,21,"$112,605",294,112311,0,112311,68973,0,43338,38.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2473,TRIDENT FRESH HERBAL,18,17,0,0,0,10 inv,1 inv,0 inv,0 inv,0 inv,35,11,"$44,147",126,44021,0,44021,34356,0,9665,22.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1702,NUTELLA 140GR,24,10,1,0,0,8 inv,6 inv,1 inv,0 inv,0 inv,35,15,"$397,059",0,397059,0,397059,310693,0,86366,21.8%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
833,Doritos Dinamita Limon Taquero X50g,11,16,8,0,0,9 inv,2 inv,5 inv,0 inv,0 inv,35,16,"$102,941",0,102941,0,102941,75996,0,26945,26.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4658,NUTRIBELA NUTRICION,24,7,4,0,0,34 inv,8 inv,0 inv,0 inv,0 inv,35,42,"$88,235",0,88235,0,88235,35292,0,52944,60.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2279,Vino Rosaleda Sauvignon Blanco 750ml,20,9,6,0,0,10 inv,9 inv,2 inv,0 inv,0 inv,35,21,"$933,333",8000,925333,0,925333,448339,0,476994,51.5%,sin categoria,,DISLICORES,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
922,POPETAS CARAMELO/QUESO,20,12,3,0,0,12 inv,0 inv,1 inv,0 inv,0 inv,35,13,"$73,500",210,73290,0,73290,48009,0,25281,34.5%,sin categoria,,DISAM,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
626,PIAZA DE FRESA 45G,23,10,2,0,0,5 inv,10 inv,1 inv,0 inv,0 inv,35,16,"$120,588",345,120244,0,120244,79236,0,41008,34.1%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4715,Huggies Little Swimmers G- Xg X Unidad,11,24,0,0,0,-3 inv,14 inv,10 inv,0 inv,0 inv,35,21,"$147,059",0,147059,0,147059,102974,0,44085,30.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3953,TRAIDENT TUTIFRUTI,30,2,3,0,0,-11 inv,27 inv,1 inv,0 inv,0 inv,35,17,"$58,824",0,58823,0,58823,35559,0,23264,39.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1023,CREMOSINO ALPINA X200G,22,9,3,0,0,1 inv,8 inv,0 inv,0 inv,1 inv,34,10,"$261,300",3090,258210,0,258210,187966,0,70244,27.2%,sin categoria,,ALPINA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3201,SAL MARINA REFISAL X400G,27,6,1,0,0,7 inv,12 inv,3 inv,0 inv,0 inv,34,22,"$85,000",0,85000,0,85000,57068,0,27932,32.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1612,CEPILLO DENTAL FLUOCARDENT ADULTO MEDIO,24,7,3,0,0,7 inv,8 inv,12 inv,0 inv,0 inv,34,27,"$85,714",0,85714,0,85714,56257,0,29457,34.4%,sin categoria,,SAN ISIDRO B,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1406,Tostadas Bimbo Sabor Mantequilla,28,6,0,0,0,6 inv,5 inv,7 inv,0 inv,0 inv,34,18,"$193,800",2850,190950,0,190950,124678,0,66272,34.7%,Panadería,,BIMBO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
624,PIAZZA VAINILLA 45G,20,9,5,0,0,13 inv,4 inv,0 inv,0 inv,0 inv,34,17,"$117,143",0,117143,0,117143,77180,0,39963,34.1%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
429,MAIZITOS RAMO NATURALES x215 GR,14,17,2,0,0,-6 inv,4 inv,4 inv,0 inv,0 inv,33,2,"$207,983",0,207983,0,207983,165828,0,42155,20.3%,sin categoria,,RAMO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3098,AVENA QUAKERHOJUELA 115G,21,11,1,0,0,13 inv,1 inv,4 inv,0 inv,0 inv,33,18,"$62,857",0,62857,0,62857,30251,0,32606,51.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1647,Skittles Orginal 2.17 Oz,18,15,0,0,0,28 inv,7 inv,1 inv,0 inv,0 inv,33,36,"$155,294",0,155294,4706,150588,101246,0,49343,32.8%,sin categoria,,MEICO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1322,Ponque Vino Ramo,19,10,4,0,0,1 inv,0 inv,0 inv,0 inv,0 inv,33,1,"$221,849",672,221177,0,221177,204363,0,16813,7.6%,4. Tortas Y Ponques,,RAMO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1316,CURAS CUREBAND,21,6,6,0,0,45 inv,109 inv,94 inv,0 inv,0 inv,33,248,"$6,600",40,6560,0,6560,2434,0,4126,62.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2552,X Ray Dol Xund,22,11,0,0,0,107 inv,56 inv,1 inv,0 inv,0 inv,33,164,"$82,500",3000,79500,0,79500,40354,0,39146,49.2%,sin categoria,,T Y T,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2694,BLANCOX LOZACREM,17,16,0,0,0,20 inv,1 inv,0 inv,0 inv,0 inv,33,21,"$69,328",210,69118,0,69118,41173,0,27944,40.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4963,JUGO HIT MASNGO 500ML,29,4,0,0,0,-13 inv,12 inv,10 inv,0 inv,0 inv,33,9,"$88,739",1076,87664,0,87664,59331,0,28333,32.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3647,NORAVER GRIPA Y TOS FAST TOTAL X 12,33,0,0,0,0,23 inv,51 inv,3 inv,0 inv,0 inv,33,77,"$115,500",350,115150,0,115150,70813,0,44337,38.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1912,"JET BURBUJA C&C 13,5G",20,9,4,0,0,40 inv,35 inv,7 inv,0 inv,0 inv,33,82,"$27,731",504,27227,0,27227,22153,0,5074,18.6%,sin categoria,,DISTRINACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3959,COLCAFE CAPUCHINO VAINILLA,26,4,2,0,0,4 inv,8 inv,1 inv,0 inv,0 inv,32,13,"$53,782",168,53613,0,53613,32063,0,21551,40.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1354,TOALLAS NOSOTRAS INVISIBLE RAPIGEL + 5,24,8,0,0,0,7 inv,9 inv,0 inv,0 inv,0 inv,32,16,"$240,000",750,239250,0,239250,143087,0,96163,40.2%,Aseo,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3799,ROTHMANS AZUL X10,27,4,1,0,0,-20 inv,34 inv,2 inv,0 inv,0 inv,32,16,"$161,345",0,161345,0,161345,110361,0,50983,31.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2116,NOSOTROS EXTRA PROTECCION DIA Y NOCHE,25,6,1,0,0,22 inv,6 inv,0 inv,0 inv,0 inv,32,28,"$176,000",1650,174350,0,174350,88350,0,86000,49.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3832,Mostaza San Jorge Doypack X100g,15,15,2,0,0,2 inv,7 inv,6 inv,0 inv,0 inv,32,15,"$67,227",0,67227,0,67227,41933,0,25294,37.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2846,CHORIZO SANTA ROSANO COLANTA 500GR,18,12,2,0,0,-7 inv,-3 inv,-1 inv,0 inv,0 inv,32,-11,"$564,706",0,564706,0,564706,411428,0,153277,27.1%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
780,Salchicha Viena Pollo 150g,20,9,3,0,0,30 inv,5 inv,2 inv,0 inv,0 inv,32,37,"$177,479",0,177479,0,177479,123642,0,53837,30.3%,sin categoria,,DISTRINACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4725,Pan Perro Coma Pan X390g,28,3,1,0,0,11 inv,5 inv,0 inv,0 inv,0 inv,32,16,"$217,600",0,217600,6800,210800,115909,0,94891,45.0%,Panadería,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1624,SPAGHETTI MONTICELLO 250GR,16,13,3,0,0,22 inv,4 inv,3 inv,0 inv,0 inv,32,29,"$146,286",0,146286,0,146286,103360,0,42926,29.3%,sin categoria,,DISTRINACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
188,Negro Te Hatsu Vidrio X400ml,15,12,5,0,0,4 inv,6 inv,9 inv,0 inv,0 inv,32,19,"$147,899",3235,144664,0,144664,100832,0,43831,30.3%,3. Aguas Y Bebidas Sin Alcohol,,POSTOBON,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4798,PANELA DIANA,32,0,0,0,0,6 inv,0 inv,0 inv,0 inv,0 inv,32,6,"$89,600",840,88760,0,88760,30400,0,58360,65.8%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
356,BIANCHI MANI 30G,18,10,3,0,0,1 inv,20 inv,12 inv,0 inv,0 inv,31,33,"$65,126",0,65126,0,65126,31130,0,33996,52.2%,sin categoria,,DISAM,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2190,PASABOCAS LA EESPECIAL  MANI CON SAL,15,13,3,0,0,4 inv,11 inv,4 inv,0 inv,0 inv,31,19,"$291,765",0,291765,0,291765,114607,0,177157,60.7%,sin categoria,,DISTRINACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4597,Milkyway,10,12,9,0,0,56 inv,11 inv,0 inv,0 inv,0 inv,31,67,"$117,227",0,117227,0,117227,105255,0,11972,10.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4308,SUNTEA LIMON,10,21,0,0,0,0 inv,1 inv,0 inv,0 inv,0 inv,31,1,"$52,101",0,52101,0,52101,26803,0,25298,48.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1395,PIAZZA AREQUIPE X 45G,21,7,3,0,0,-6 inv,4 inv,0 inv,0 inv,0 inv,31,-2,"$106,807",689,106118,0,106118,71518,0,34600,32.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4657,Nutribela Pro Hialuronico,19,12,0,0,0,6 inv,0 inv,0 inv,0 inv,0 inv,31,6,"$78,151",0,78151,0,78151,31254,0,46897,60.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1440,TORTILLAS BLANCAS BIMBO,29,2,0,0,0,16 inv,7 inv,10 inv,0 inv,0 inv,31,33,"$312,605",0,312605,0,312605,169697,0,142908,45.7%,sin categoria,,BIMBO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
430,Maizito Limon Ramo X215g,18,10,3,0,0,-4 inv,2 inv,0 inv,0 inv,0 inv,31,-2,"$195,378",0,195378,6303,189076,149179,0,39896,21.1%,sin categoria,,RAMO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
561,AGUILA LATA  0 ALCOHOL 330ML,30,0,0,0,0,42 inv,0 inv,0 inv,0 inv,0 inv,30,42,"$63,025",3361,59664,0,59664,37182,0,22482,37.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4860,LORATADINA XUND,30,0,0,0,0,10 inv,0 inv,0 inv,0 inv,0 inv,30,10,"$15,000",50,14950,0,14950,4500,0,10450,69.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4396,Mayonesa Fruco 80 Gr,26,3,1,0,0,-1 inv,16 inv,1 inv,0 inv,0 inv,30,16,"$50,420",0,50420,0,50420,33909,0,16511,32.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2167,PAÑO LIMPIA YA,24,5,1,0,0,3 inv,12 inv,0 inv,0 inv,0 inv,30,15,"$113,471",0,113471,0,113471,35391,0,78080,68.8%,sin categoria,,DISTRINACIONAL SAS,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
954,CARAMELO LIQUIDO BARBIE 40GR,15,15,0,0,0,9 inv,1 inv,0 inv,0 inv,0 inv,30,10,"$113,445",0,113445,0,113445,62239,0,51207,45.1%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
101,Pimienta Negra Molida Badia 12gr,20,6,4,0,0,15 inv,10 inv,8 inv,0 inv,0 inv,30,33,"$75,630",0,75630,0,75630,50389,0,25242,33.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1558,GALLETAS FESTIVAL CHOCOLATE X 6,25,4,1,0,0,4 inv,4 inv,4 inv,0 inv,0 inv,30,12,"$37,815",1261,36555,0,36555,24584,0,11971,32.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4938,PAPEL HIGIENICO SCOTT AHORRA MAX X2UND,30,0,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,30,0,"$210,000",0,210000,0,210000,103320,0,106680,50.8%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2287,Salchicha Viena Limon Zenu X150gr,17,7,6,0,0,10 inv,12 inv,3 inv,0 inv,0 inv,30,25,"$153,782",513,153269,0,153269,115919,0,37349,24.4%,Enlatados,,DISTRINACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3198,JABON PALMOLIVE GRADANA,22,7,1,0,0,7 inv,6 inv,0 inv,0 inv,0 inv,30,13,"$121,008",0,121008,0,121008,63643,0,57366,47.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2436,Rojo Te Hatsu Vidrio X400ml,18,9,2,0,0,6 inv,5 inv,0 inv,0 inv,0 inv,29,11,"$134,034",0,134034,0,134034,91360,0,42674,31.8%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3023,MALBORO ROJO Y VERDE VISTA,15,10,4,0,0,16 inv,8 inv,2 inv,0 inv,0 inv,29,26,"$182,773",0,182773,0,182773,90925,0,91848,50.3%,sin categoria,,CIGARRILLOS,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2870,COLCHONCITOS BIMBO,21,6,2,0,0,0 inv,-2 inv,1 inv,0 inv,0 inv,29,-1,"$261,000",0,261000,0,261000,145028,0,115972,44.4%,Panadería,,BIMBO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1058,ACEITE GIRASOL PREMIER 500ML,3,26,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,29,0,"$299,748",0,299748,10336,289412,218231,0,71181,24.6%,sin categoria,,Mercado,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1977,Lomo De Cerdo Porcionado X5und Calypso,23,6,0,0,0,6 inv,11 inv,0 inv,0 inv,2 inv,29,19,"$652,500",13500,639000,0,639000,467708,0,171292,26.8%,Congelados,,CALYPSO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3277,Maggi Desmenuzado De Gallina,0,29,0,0,0,-10 inv,43 inv,0 inv,0 inv,0 inv,29,33,"$14,622",101,14521,0,14521,6375,0,8146,56.1%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1741,ESPONJA DOBLE USO AMARILLA VERDE,26,3,0,0,0,-101 inv,15 inv,18 inv,0 inv,0 inv,29,-68,"$60,924",0,60924,0,60924,21394,0,39531,64.9%,sin categoria,,DISAM,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
937,KUMIS ALPINA ORIGNAL VASO 150 G,12,16,1,0,0,8 inv,7 inv,1 inv,0 inv,3 inv,29,19,"$73,109",252,72857,0,72857,55391,0,17466,24.0%,sin categoria,,ALPINA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1144,EMPANADA CARNE X 10 UN CALYPSO,20,9,0,0,0,3 inv,-1 inv,0 inv,0 inv,0 inv,29,2,"$431,345",5950,425395,0,425395,258325,0,167070,39.3%,sin categoria,,CALYPSO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
869,LECHE ALPINA DESLACTOSADA DESCREMADA ALPINA 1 LITRO,18,11,0,0,0,12 inv,1 inv,0 inv,0 inv,0 inv,29,13,"$219,000",0,219000,0,219000,167106,0,51894,23.7%,sin categoria,,ALPINA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4185,CAFE INTENSO 80GR DIVINO,21,7,0,0,0,25 inv,7 inv,3 inv,0 inv,0 inv,28,35,"$245,333",9638,235695,0,235695,195653,0,40042,17.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4991,vaso tidy x20,11,15,2,0,0,-11 inv,-16 inv,-2 inv,0 inv,0 inv,28,-29,"$154,000",0,154000,0,154000,0,0,154000,100.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3368,LUCKY STRIKE ALASKA X10,14,13,1,0,0,1 inv,31 inv,5 inv,0 inv,0 inv,28,37,"$176,471",0,176471,0,176471,86715,0,89755,50.9%,sin categoria,,CIGARRILLOS,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1626,CHOCOLISTO 100GR,23,5,0,0,0,-4 inv,5 inv,6 inv,0 inv,0 inv,28,7,"$110,588",0,110588,0,110588,82320,0,28268,25.6%,sin categoria,,DISTRINACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1769,FROOT LOOPS DE KELLOGGS,19,8,1,0,0,2 inv,4 inv,4 inv,0 inv,0 inv,28,10,"$155,294",0,155294,0,155294,97247,0,58047,37.4%,sin categoria,,SAN ISIDRO B,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2012,MANI LA ESPECIAL PASAS 180GR,14,12,2,0,0,10 inv,5 inv,3 inv,0 inv,0 inv,28,18,"$263,529",0,263529,0,263529,122364,0,141165,53.6%,sin categoria,,DISTRINACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4151,CHORIZO CAMPESINO DUO X100G,25,3,0,0,0,2 inv,2 inv,0 inv,0 inv,0 inv,28,4,"$98,824",0,98824,0,98824,71763,0,27061,27.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
807,MARGARITA POLLO 250G,23,5,0,0,0,1 inv,3 inv,0 inv,0 inv,0 inv,28,4,"$258,824",0,258824,0,258824,249256,0,9568,3.7%,sin categoria,,COMERCIALICADORA NACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1036,ROTHMANS GRIS,15,10,3,0,0,52 inv,28 inv,1 inv,0 inv,0 inv,28,81,"$141,176",0,141177,0,141177,81059,0,60117,42.6%,sin categoria,,CIGARRILLOS,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2782,Carne Marinada Para Guisar Calypso,23,2,3,0,0,7 inv,-1 inv,0 inv,0 inv,0 inv,28,6,"$924,000",0,924000,0,924000,705317,0,218683,23.7%,Congelados,,CALYPSO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1414,MILLOWS CREAM INDIVIDUAL,28,0,0,0,0,98 inv,-2 inv,0 inv,0 inv,0 inv,28,96,"$11,765",0,11765,0,11765,3605,0,8160,69.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4681,PAN INTEGRAL BIMBO X480G,14,11,3,0,0,14 inv,0 inv,5 inv,0 inv,0 inv,28,19,"$229,600",0,229600,0,229600,163324,0,66276,28.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1398,AGUARDIENTE ANTIOQUEÑO AZUL X BOTELLA 750 ML,19,7,2,0,0,2 inv,10 inv,1 inv,0 inv,0 inv,28,13,"$1,306,667",0,1306667,0,1306667,670789,0,635878,48.7%,sin categoria,,LICONSUMAR,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
39,Queso Costeño Colanta X1kg,14,14,0,0,0,9 inv,0 inv,0 inv,0 inv,0 inv,28,9,"$980,000",28000,952000,0,952000,747600,0,204400,21.5%,Lacteos,,COLANTA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
398,APRONAX,8,19,0,0,0,38 inv,60 inv,-6 inv,0 inv,0 inv,27,92,"$67,500",11000,56500,0,56500,41957,0,14543,25.7%,sin categoria,,SAN ISIDRO B,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2774,CAMARON X500G CALYPSO,19,8,0,0,0,42 inv,10 inv,0 inv,0 inv,0 inv,27,52,"$675,000",20000,655000,0,655000,402017,0,252983,38.6%,sin categoria,,CALYPSO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4040,PAPAS PRINGLES ORIGINAL X37G,14,7,6,0,0,1 inv,1 inv,5 inv,0 inv,0 inv,27,7,"$170,168",0,170168,0,170168,118812,0,51356,30.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3686,Cafe Primordial 82gr Molido,21,6,0,0,0,10 inv,1 inv,5 inv,0 inv,0 inv,27,16,"$236,571",7010,229562,0,229562,172031,0,57531,25.1%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3034,PLATO ECOLOGICO PACKER X12UND  23CM,24,3,0,0,0,2 inv,-5 inv,0 inv,0 inv,0 inv,27,-3,"$147,479",0,147479,0,147479,90773,0,56706,38.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
